sitegeo,DATE,brand_name,impressions,clicks,leads,current_rate_converted,deposits
AEKW,2021-02-18,Capital.com,6954,15,0,40.0,0
AEKW,2021-02-18,Europrime,6959,18,0,45.0,0
AEKW,2021-02-17,AL,22967,60,8,50.9712,0
AEKW,2021-02-17,Capital.com,23052,51,8,40.0,0
AEKW,2021-02-17,Europrime,22497,58,6,45.0,1
AEKW,2021-02-16,AL,21897,87,2,50.9712,0
AEKW,2021-02-16,Capital.com,21932,60,4,40.0,0
AEKW,2021-02-16,Europrime,20939,72,9,45.0,0
AEKW,2021-02-15,AL,15268,53,6,50.9712,0
AEKW,2021-02-15,Capital.com,14981,57,1,40.0,0
AEKW,2021-02-15,Europrime,14742,46,5,45.0,0
AEKW,2021-02-14,AL,9762,40,4,50.9712,0
AEKW,2021-02-14,Capital.com,9663,40,3,40.0,0
AEKW,2021-02-14,Europrime,9667,58,2,45.0,0
AEKW,2021-02-13,AL,10798,45,2,50.9712,0
AEKW,2021-02-13,Capital.com,10064,38,4,40.0,0
AEKW,2021-02-13,Europrime,9929,30,5,45.0,0
AEKW,2021-02-12,AL,13053,27,0,50.9712,0
AEKW,2021-02-12,Capital.com,26790,43,0,40.0,0
AEKW,2021-02-12,Europrime,26142,58,7,45.0,0
AELB,2021-02-18,Capital.com,17176,46,3,3.0,0
AELB,2021-02-17,Capital.com,47797,163,4,3.0,0
AELB,2021-02-16,Capital.com,42436,138,3,3.0,0
AELB,2021-02-15,Capital.com,41494,134,5,3.0,0
AELB,2021-02-14,Capital.com,15097,81,1,3.0,0
AELB,2021-02-13,Capital.com,13512,74,1,3.0,0
AELB,2021-02-12,Capital.com,44898,134,12,3.0,0
AEMA,2021-02-18,Capital.com,9365,44,5,5.0,0
AEMA,2021-02-17,Capital.com,27694,133,14,5.0,0
AEMA,2021-02-16,Capital.com,25409,89,10,5.0,0
AEMA,2021-02-15,Capital.com,25138,141,15,5.0,0
AEMA,2021-02-14,Capital.com,11568,114,10,5.0,0
AEMA,2021-02-13,Capital.com,11383,107,12,5.0,0
AEMA,2021-02-12,Capital.com,26681,143,21,5.0,0
AEMR,2021-02-18,XM,259,0,0,10.0,0
AEMR,2021-02-17,XM,976,11,0,10.0,0
AEMR,2021-02-16,XM,645,12,1,10.0,0
AEMR,2021-02-15,XM,690,3,0,10.0,0
AEMR,2021-02-14,XM,332,4,0,10.0,0
AEMR,2021-02-13,XM,310,3,0,10.0,0
AEMR,2021-02-12,XM,460,3,0,10.0,0
AEOM,2021-02-18,Capital.com,3796,17,5,30.0,0
AEOM,2021-02-18,Europrime,3808,20,1,40.0,0
AEOM,2021-02-17,Capital.com,13402,34,3,30.0,0
AEOM,2021-02-17,Europrime,13134,29,2,40.0,0
AEOM,2021-02-16,Capital.com,12101,45,4,30.0,0
AEOM,2021-02-16,Europrime,11481,51,4,40.0,1
AEOM,2021-02-15,Capital.com,8972,20,1,30.0,0
AEOM,2021-02-15,Europrime,8228,28,2,40.0,0
AEOM,2021-02-14,Capital.com,4033,17,4,30.0,0
AEOM,2021-02-14,Europrime,3863,19,3,40.0,0
AEOM,2021-02-13,Capital.com,3874,25,1,30.0,0
AEOM,2021-02-13,Europrime,3618,31,2,40.0,0
AEOM,2021-02-12,Capital.com,11638,33,4,30.0,0
AEOM,2021-02-12,Europrime,9818,28,4,40.0,0
AEPS,2021-02-18,XM,47932,169,4,10.0,0
AEPS,2021-02-17,XM,148847,518,1,10.0,0
AEPS,2021-02-16,XM,140502,523,2,10.0,0
AEPS,2021-02-15,XM,128736,643,5,10.0,0
AEPS,2021-02-14,XM,59789,461,3,10.0,0
AEPS,2021-02-13,XM,56526,489,5,10.0,0
AEPS,2021-02-12,XM,108307,514,8,10.0,0
AEQA,2021-02-18,AL,1734,8,0,50.9712,0
AEQA,2021-02-18,Europrime,1787,5,0,50.0,0
AEQA,2021-02-18,Iforex,1798,5,0,40.0,0
AEQA,2021-02-17,AL,4990,14,0,50.9712,0
AEQA,2021-02-17,Europrime,5011,11,1,50.0,0
AEQA,2021-02-17,Iforex,4837,9,1,40.0,0
AEQA,2021-02-16,AL,3307,13,2,50.9712,0
AEQA,2021-02-16,Europrime,3302,8,0,50.0,0
AEQA,2021-02-16,Iforex,3143,9,0,40.0,0
AEQA,2021-02-15,AL,3445,11,2,50.9712,0
AEQA,2021-02-15,Europrime,3351,11,2,50.0,0
AEQA,2021-02-15,Iforex,3327,8,0,40.0,0
AEQA,2021-02-14,AL,1711,12,4,50.9712,0
AEQA,2021-02-14,Europrime,1624,12,1,50.0,0
AEQA,2021-02-14,Iforex,1665,11,0,40.0,0
AEQA,2021-02-13,AL,1450,8,2,50.9712,0
AEQA,2021-02-13,Europrime,1401,1,0,50.0,0
AEQA,2021-02-13,Iforex,1452,5,0,40.0,0
AEQA,2021-02-12,AL,3283,8,0,50.9712,0
AEQA,2021-02-12,Europrime,3178,12,0,50.0,0
AEQA,2021-02-12,Iforex,3022,4,0,40.0,0
AESA,2021-02-18,Capital.com,180360,495,40,18.0,3
AESA,2021-02-18,LegacyFX.com,152223,429,18,30.34,0
AESA,2021-02-17,Capital.com,975690,1858,96,18.0,2
AESA,2021-02-17,LegacyFX.com,164690,431,19,30.34,0
AESA,2021-02-16,Capital.com,921093,1816,84,18.0,3
AESA,2021-02-16,LegacyFX.com,221083,540,21,30.34,0
AESA,2021-02-15,Capital.com,482501,1231,65,18.0,2
AESA,2021-02-15,LegacyFX.com,223217,672,21,30.34,0
AESA,2021-02-14,Capital.com,160949,417,30,18.0,0
AESA,2021-02-14,LegacyFX.com,90143,414,20,30.34,0
AESE,2021-02-18,Capital.com,945,2,0,22.0,0
AESE,2021-02-18,Plus500,1323,13,1,50.0,0
AESE,2021-02-17,Capital.com,11125,54,6,22.0,0
AESE,2021-02-17,Plus500,10718,53,3,50.0,0
AESO,2021-02-18,Capital.com,175,1,1,3.0,0
AESO,2021-02-17,Capital.com,159,2,0,3.0,0
AESO,2021-02-16,Capital.com,198,2,0,3.0,0
AESO,2021-02-15,Capital.com,248,1,0,3.0,0
AESO,2021-02-14,Capital.com,69,0,0,3.0,0
AESO,2021-02-13,Capital.com,86,1,0,3.0,0
AESO,2021-02-12,Capital.com,135,2,0,3.0,0
AETN,2021-02-18,XM,594,2,0,10.0,0
AETN,2021-02-17,XM,1721,13,0,10.0,0
AETN,2021-02-16,XM,1719,19,1,10.0,0
AETN,2021-02-15,XM,1775,14,1,10.0,0
AETN,2021-02-14,XM,868,14,1,10.0,0
AETN,2021-02-13,XM,616,11,0,10.0,0
AETN,2021-02-12,XM,1242,17,0,10.0,0
AEYE,2021-02-18,Capital.com,8410,30,2,3.0,0
AEYE,2021-02-17,Capital.com,34226,96,6,3.0,0
AEYE,2021-02-16,Capital.com,31412,92,5,3.0,0
AEYE,2021-02-15,Capital.com,27451,105,9,3.0,0
AEYE,2021-02-14,Capital.com,12620,50,3,3.0,0
AEYE,2021-02-13,Capital.com,10739,56,9,3.0,0
AEYE,2021-02-12,Capital.com,24062,83,7,3.0,0
AUAU,2021-02-18,Plus500,294151,516,21,75.0,1
AUAU,2021-02-17,Plus500,365470,689,28,75.0,1
AUAU,2021-02-16,Plus500,276840,519,23,75.0,0
AUAU,2021-02-15,Plus500,250154,517,17,75.0,2
AUAU,2021-02-14,Plus500,135851,487,21,75.0,0
AUAU,2021-02-13,Plus500,177907,584,23,75.0,0
AUAU,2021-02-12,Plus500,54652,126,3,75.0,0
AUFJ,2021-02-18,Capital.com,1,0,0,5.0,0
AUFJ,2021-02-17,Capital.com,1,0,0,5.0,0
AUFJ,2021-02-16,Capital.com,2,0,0,5.0,0
AUFJ,2021-02-15,Capital.com,7,1,0,5.0,0
AUMN,2021-02-18,Capital.com,160,1,0,5.0,0
AUMN,2021-02-17,Capital.com,188,4,0,5.0,0
AUMN,2021-02-16,Capital.com,328,6,0,5.0,0
AUMN,2021-02-15,Capital.com,108,0,0,5.0,0
AUMN,2021-02-14,Capital.com,47,1,0,5.0,0
AUMN,2021-02-13,Capital.com,110,1,0,5.0,0
AUMN,2021-02-12,Capital.com,312,0,0,5.0,0
AUNZ,2021-02-18,Plus500,1691,3,0,35.0,0
AUNZ,2021-02-17,Plus500,2664,3,0,35.0,0
AUNZ,2021-02-16,Plus500,3107,3,0,35.0,0
AUNZ,2021-02-15,Plus500,2930,13,2,35.0,0
AUNZ,2021-02-14,Plus500,1774,10,0,35.0,0
AUNZ,2021-02-13,Plus500,1504,3,0,35.0,0
AUNZ,2021-02-12,Plus500,2853,6,1,35.0,0
AUPK,2021-02-18,Capital.com,442,2,0,3.0,0
AUPK,2021-02-17,Capital.com,535,0,0,3.0,0
AUZA,2021-02-18,Ava Trade,96,0,0,8.0,0
AUZA,2021-02-18,Capital.com,85,2,0,8.0,0
AUZA,2021-02-17,Ava Trade,177,5,1,8.0,0
AUZA,2021-02-17,Capital.com,184,3,1,8.0,0
AUZA,2021-02-16,Ava Trade,175,3,2,8.0,0
AUZA,2021-02-16,Capital.com,163,5,0,8.0,0
AUZA,2021-02-15,Ava Trade,125,4,0,8.0,0
AUZA,2021-02-15,Capital.com,129,5,1,8.0,0
AUZA,2021-02-14,Ava Trade,98,3,1,8.0,0
AUZA,2021-02-14,Capital.com,77,2,2,8.0,0
AUZA,2021-02-13,Ava Trade,92,5,1,8.0,0
AUZA,2021-02-13,Capital.com,93,2,0,8.0,0
AUZA,2021-02-12,Ava Trade,150,3,0,8.0,0
AUZA,2021-02-12,Capital.com,172,1,0,8.0,0
BRAO,2021-02-18,Capital.com,1599,10,2,3.0,0
BRAO,2021-02-17,Capital.com,4447,19,1,3.0,0
BRAO,2021-02-16,Capital.com,2605,18,1,3.0,0
BRAO,2021-02-15,Capital.com,2582,24,3,3.0,0
BRAO,2021-02-14,Capital.com,1245,9,2,3.0,0
BRAO,2021-02-13,Capital.com,1793,8,2,3.0,0
BRAO,2021-02-12,Capital.com,4886,24,5,3.0,0
BRAR,2021-02-18,Capital.com,991,3,0,3.0,0
BRAR,2021-02-17,Capital.com,5577,0,0,3.0,0
BRBO,2021-02-18,Capital.com,126,1,0,5.0,0
BRBO,2021-02-17,Capital.com,194,0,0,5.0,0
BRBO,2021-02-16,Capital.com,135,0,0,5.0,0
BRBO,2021-02-15,Capital.com,605,1,0,5.0,0
BRBO,2021-02-14,Capital.com,24,0,0,5.0,0
BRBO,2021-02-13,Capital.com,75,1,0,5.0,0
BRBO,2021-02-12,Capital.com,271,4,2,5.0,0
BRBR,2021-02-18,CFI,221139,640,39,8.0,0
BRBR,2021-02-18,Capital.com,795422,1663,110,5.0,1
BRBR,2021-02-17,CFI,188643,533,31,8.0,0
BRBR,2021-02-17,Capital.com,2604335,3578,157,5.0,3
BRBR,2021-02-16,CFI,198318,588,30,8.0,0
BRBR,2021-02-16,Capital.com,1007716,2093,134,5.0,1
BRBR,2021-02-15,CFI,116110,413,30,8.0,0
BRBR,2021-02-15,Capital.com,929675,2003,138,5.0,0
BRBR,2021-02-14,CFI,80504,379,30,8.0,0
BRBR,2021-02-14,Capital.com,362073,1283,102,5.0,0
BRBR,2021-02-13,CFI,89587,413,32,8.0,0
BRBR,2021-02-13,Capital.com,436356,1407,114,5.0,0
BRBR,2021-02-12,CFI,435480,724,30,8.0,0
BRBR,2021-02-12,Capital.com,1636115,2660,155,5.0,1
BRGF,2021-02-18,Capital.com,26,0,0,5.0,0
BRGF,2021-02-17,Capital.com,13,0,0,5.0,0
BRGF,2021-02-16,Capital.com,24,0,0,5.0,0
BRGF,2021-02-15,Capital.com,62,2,1,5.0,0
BRGF,2021-02-14,Capital.com,23,0,0,5.0,0
BRGF,2021-02-13,Capital.com,8,0,0,5.0,0
BRGF,2021-02-12,Capital.com,18,0,0,5.0,0
BRIE,2021-02-18,Markets.com,389,0,0,40.0,0
BRIE,2021-02-18,OBRInvest,407,3,0,40.0,0
BRIE,2021-02-17,Markets.com,1123,5,1,40.0,0
BRIE,2021-02-17,OBRInvest,1126,2,0,40.0,0
BRIE,2021-02-16,Markets.com,979,5,1,40.0,0
BRIE,2021-02-16,OBRInvest,940,2,0,40.0,0
BRIE,2021-02-15,Markets.com,669,5,0,40.0,0
BRIE,2021-02-15,OBRInvest,626,3,1,40.0,0
BRIE,2021-02-14,Markets.com,590,1,1,40.0,0
BRIE,2021-02-14,OBRInvest,560,1,0,40.0,0
BRIE,2021-02-13,Markets.com,362,1,1,40.0,0
BRIE,2021-02-13,OBRInvest,361,2,0,40.0,0
BRIE,2021-02-12,Markets.com,924,0,0,40.0,0
BRIE,2021-02-12,OBRInvest,1482,0,0,40.0,0
BRJP,2021-02-18,XM,2646,7,0,160.0,0
BRJP,2021-02-17,XM,6001,28,0,160.0,0
BRJP,2021-02-16,XM,4927,23,1,160.0,0
BRJP,2021-02-15,XM,3915,8,0,160.0,0
BRJP,2021-02-14,XM,1807,11,0,160.0,0
BRJP,2021-02-13,XM,1022,3,0,160.0,0
BRJP,2021-02-12,XM,3626,10,0,160.0,0
BRMZ,2021-02-18,XM,1077,20,0,10.0,0
BRMZ,2021-02-17,XM,2873,13,2,10.0,0
BRMZ,2021-02-16,XM,2272,36,1,10.0,0
BRMZ,2021-02-15,XM,3067,58,2,10.0,0
BRMZ,2021-02-14,XM,1168,18,2,10.0,0
BRMZ,2021-02-13,XM,1005,24,2,10.0,0
BRMZ,2021-02-12,XM,2960,63,2,10.0,0
BRPA,2021-02-18,Capital.com,16,0,0,15.0,0
BRPA,2021-02-18,Plus500,10,0,0,5.0,0
BRPA,2021-02-17,Capital.com,59,0,0,15.0,0
BRPA,2021-02-17,Plus500,48,0,0,5.0,0
BRPA,2021-02-16,Capital.com,45,0,0,15.0,0
BRPA,2021-02-16,Plus500,59,0,0,5.0,0
BRPA,2021-02-15,Capital.com,79,0,0,15.0,0
BRPA,2021-02-15,Plus500,83,1,0,5.0,0
BRPA,2021-02-14,Capital.com,14,0,0,15.0,0
BRPA,2021-02-14,Plus500,10,0,0,5.0,0
BRPA,2021-02-13,Capital.com,11,0,0,15.0,0
BRPA,2021-02-13,Plus500,3,0,0,5.0,0
BRPA,2021-02-12,Capital.com,84,0,0,15.0,0
BRPA,2021-02-12,Plus500,105,1,0,5.0,0
BRPT,2021-02-18,Capital.com,62596,187,25,15.0,1
BRPT,2021-02-17,Capital.com,193852,494,50,15.0,0
BRPT,2021-02-16,Capital.com,317265,849,74,15.0,4
BRPT,2021-02-15,Capital.com,224392,722,68,15.0,2
BRPT,2021-02-14,Capital.com,91905,599,80,15.0,1
BRPT,2021-02-13,Capital.com,102494,531,64,15.0,2
BRPT,2021-02-12,Capital.com,287235,915,108,15.0,5
BRPY,2021-02-18,Capital.com,1269,2,0,5.0,0
BRPY,2021-02-17,Capital.com,7387,9,0,5.0,0
BRPY,2021-02-16,Capital.com,5119,11,0,5.0,0
BRPY,2021-02-15,Capital.com,4440,13,0,5.0,0
BRPY,2021-02-14,Capital.com,512,5,0,5.0,0
BRPY,2021-02-13,Capital.com,1628,5,1,5.0,0
BRPY,2021-02-12,Capital.com,7026,14,1,5.0,0
BRUY,2021-02-18,Capital.com,92,0,0,8.0,0
BRUY,2021-02-17,Capital.com,599,1,0,8.0,0
BRUY,2021-02-16,Capital.com,176,0,0,8.0,0
BRUY,2021-02-15,Capital.com,306,0,0,8.0,0
BRUY,2021-02-14,Capital.com,38,0,0,8.0,0
BRUY,2021-02-13,Capital.com,87,0,0,8.0,0
BRUY,2021-02-12,Capital.com,565,1,0,8.0,0
CABB,2021-02-18,Capital.com,20,0,0,7.0,0
CABB,2021-02-17,Capital.com,83,0,0,7.0,0
CABB,2021-02-16,Capital.com,24,0,0,7.0,0
CABB,2021-02-15,Capital.com,8,0,0,7.0,0
CABB,2021-02-14,Capital.com,6,0,0,7.0,0
CABB,2021-02-13,Capital.com,27,0,0,7.0,0
CABB,2021-02-12,Capital.com,65,0,0,7.0,0
CACA,2021-02-18,Fortrade,264252,634,22,20.0,0
CACA,2021-02-17,Fortrade,812153,1598,48,20.0,2
CACA,2021-02-16,Fortrade,862649,1759,67,20.0,4
CACA,2021-02-15,Fortrade,397156,1065,53,20.0,4
CACA,2021-02-14,Fortrade,192429,721,31,20.0,1
CACA,2021-02-13,Fortrade,261705,852,52,20.0,0
CACA,2021-02-12,Fortrade,1071419,1548,46,20.0,0
CAHR,2021-02-18,Capital.com,81,0,0,10.0,0
CAHR,2021-02-18,Fortrade,89,0,0,30.0,0
CAHR,2021-02-17,Capital.com,145,0,0,10.0,0
CAHR,2021-02-17,Fortrade,159,0,0,30.0,0
CAHR,2021-02-16,Capital.com,463,0,0,10.0,0
CAHR,2021-02-16,Fortrade,487,0,0,30.0,0
CAHR,2021-02-15,Capital.com,150,0,0,10.0,0
CAHR,2021-02-15,Fortrade,184,0,0,30.0,0
CAHR,2021-02-14,Capital.com,101,0,0,10.0,0
CAHR,2021-02-14,Fortrade,132,0,0,30.0,0
CAHR,2021-02-13,Capital.com,28,0,0,10.0,0
CAHR,2021-02-13,Fortrade,28,0,0,30.0,0
CAHR,2021-02-12,Capital.com,753,0,0,10.0,0
CAHR,2021-02-12,Fortrade,736,0,0,30.0,0
CAJO,2021-02-18,Capital.com,23,0,0,14.0,0
CAJO,2021-02-17,Capital.com,537,0,0,14.0,0
CAJO,2021-02-16,Capital.com,1523,0,0,14.0,0
CAJO,2021-02-15,Capital.com,387,0,0,14.0,0
CAJO,2021-02-14,Capital.com,43,0,0,14.0,0
CAJO,2021-02-13,Capital.com,146,0,0,14.0,0
CAJO,2021-02-12,Capital.com,171,0,0,14.0,0
CAPK,2021-02-18,Capital.com,489,0,0,3.0,0
CAPK,2021-02-17,Capital.com,949,3,0,3.0,0
CAPR,2021-02-18,Capital.com,1,0,0,3.0,0
CAPR,2021-02-16,Capital.com,13,0,0,3.0,0
CAPR,2021-02-12,Capital.com,1,0,0,3.0,0
CATT,2021-02-18,Capital.com,3,0,0,7.0,0
CATT,2021-02-17,Capital.com,67,0,0,7.0,0
CATT,2021-02-16,Capital.com,90,0,0,7.0,0
CATT,2021-02-15,Capital.com,8,0,0,7.0,0
CATT,2021-02-13,Capital.com,89,0,0,7.0,0
CATT,2021-02-12,Capital.com,178,1,0,7.0,0
CNAU,2021-02-18,Plus500,17987,35,0,75.0,0
CNAU,2021-02-17,Plus500,18225,49,1,75.0,1
CNAU,2021-02-16,Plus500,12498,24,2,75.0,0
CNAU,2021-02-15,Plus500,12783,19,0,75.0,0
CNAU,2021-02-14,Plus500,6269,19,0,75.0,0
CNAU,2021-02-13,Plus500,7832,27,0,75.0,0
CNAU,2021-02-12,Plus500,2769,8,0,75.0,0
CNBZ,2021-02-18,Capital.com,8,0,0,5.0,0
CNBZ,2021-02-17,Capital.com,17,0,0,5.0,0
CNBZ,2021-02-16,Capital.com,22,0,0,5.0,0
CNBZ,2021-02-15,Capital.com,8,0,0,5.0,0
CNBZ,2021-02-14,Capital.com,5,0,0,5.0,0
CNBZ,2021-02-13,Capital.com,6,0,0,5.0,0
CNBZ,2021-02-12,Capital.com,8,0,0,5.0,0
CNCM,2021-02-18,XM,5,0,0,10.0,0
CNCM,2021-02-17,XM,14,0,0,10.0,0
CNCM,2021-02-16,XM,9,0,0,10.0,0
CNCM,2021-02-15,XM,12,0,0,10.0,0
CNCM,2021-02-14,XM,7,0,0,10.0,0
CNCM,2021-02-13,XM,5,0,0,10.0,0
CNCN,2021-02-18,Iforex,653818,2024,10,20.0,0
CNCN,2021-02-17,Iforex,693450,2797,8,20.0,0
CNCN,2021-02-16,Iforex,594953,2761,9,20.0,0
CNCN,2021-02-15,Iforex,462198,2450,8,20.0,0
CNCN,2021-02-14,Iforex,234735,1686,3,20.0,0
CNCN,2021-02-13,Iforex,248521,1683,4,20.0,0
CNCN,2021-02-12,Iforex,383674,1615,4,20.0,0
CNFJ,2021-02-18,Capital.com,122,0,0,5.0,0
CNFJ,2021-02-17,Capital.com,61,0,0,5.0,0
CNFJ,2021-02-16,Capital.com,130,0,0,5.0,0
CNFJ,2021-02-15,Capital.com,88,0,0,5.0,0
CNFJ,2021-02-14,Capital.com,16,0,0,5.0,0
CNFJ,2021-02-13,Capital.com,31,0,0,5.0,0
CNFJ,2021-02-12,Capital.com,81,0,0,5.0,0
CNHK,2021-02-18,Capital.com,227607,442,6,65.0,0
CNHK,2021-02-17,Capital.com,426224,791,16,65.0,0
CNHK,2021-02-16,Capital.com,386173,699,20,65.0,1
CNHK,2021-02-15,Capital.com,184337,409,13,65.0,0
CNHK,2021-02-14,Capital.com,50115,189,14,65.0,1
CNHK,2021-02-13,Capital.com,70517,215,12,65.0,0
CNHK,2021-02-12,Capital.com,193383,370,16,65.0,0
CNKG,2021-02-18,Invest Markets,33,0,0,6.0,0
CNKG,2021-02-17,Invest Markets,8,0,0,6.0,0
CNKH,2021-02-18,Capital.com,1148,4,0,10.0,0
CNKH,2021-02-17,Capital.com,2225,9,0,10.0,0
CNKH,2021-02-16,Capital.com,1786,7,0,10.0,0
CNKH,2021-02-15,Capital.com,1401,8,1,10.0,0
CNKH,2021-02-14,Capital.com,689,9,1,10.0,0
CNKH,2021-02-13,Capital.com,490,10,1,10.0,0
CNKH,2021-02-12,Capital.com,389,3,0,10.0,0
CNMG,2021-02-18,Capital.com,16,0,0,5.0,0
CNMG,2021-02-17,Capital.com,6,0,0,5.0,0
CNMG,2021-02-16,Capital.com,15,0,0,5.0,0
CNMG,2021-02-15,Capital.com,1,0,0,5.0,0
CNMG,2021-02-13,Capital.com,3,0,0,5.0,0
CNMG,2021-02-12,Capital.com,2,0,0,5.0,0
CNMY,2021-02-18,Capital.com,160035,372,21,20.0,1
CNMY,2021-02-17,Capital.com,380988,609,13,20.0,0
CNMY,2021-02-16,Capital.com,368762,649,18,20.0,0
CNMY,2021-02-15,Capital.com,186768,375,16,20.0,1
CNMY,2021-02-14,Capital.com,66944,185,16,20.0,0
CNMY,2021-02-13,Capital.com,82070,228,9,20.0,0
CNMY,2021-02-12,Capital.com,146576,202,12,20.0,0
CNNR,2021-02-18,Capital.com,1,0,0,5.0,0
CNNZ,2021-02-18,Plus500,4586,2,0,35.0,0
CNNZ,2021-02-17,Plus500,7250,11,1,35.0,0
CNNZ,2021-02-16,Plus500,7181,18,1,35.0,0
CNNZ,2021-02-15,Plus500,5998,9,0,35.0,0
CNNZ,2021-02-14,Plus500,1881,5,0,35.0,0
CNNZ,2021-02-13,Plus500,2055,7,1,35.0,0
CNNZ,2021-02-12,Plus500,6506,9,0,35.0,0
CNPG,2021-02-18,Capital.com,32,0,0,7.0,0
CNPG,2021-02-17,Capital.com,87,0,0,7.0,0
CNPG,2021-02-16,Capital.com,45,0,0,7.0,0
CNPG,2021-02-15,Capital.com,87,0,0,7.0,0
CNPG,2021-02-14,Capital.com,34,0,0,7.0,0
CNPG,2021-02-13,Capital.com,18,0,0,7.0,0
CNPG,2021-02-12,Capital.com,35,0,0,7.0,0
CNRE,2021-02-18,Capital.com,7,0,0,5.0,0
CNRE,2021-02-17,Capital.com,10,0,0,5.0,0
CNRE,2021-02-16,Capital.com,25,1,0,5.0,0
CNSG,2021-02-18,Capital.com,48557,123,1,80.0,1
CNSG,2021-02-17,Capital.com,106852,237,10,80.0,1
CNSG,2021-02-16,Capital.com,102504,222,2,80.0,0
CNSG,2021-02-15,Capital.com,56146,179,7,80.0,0
CNSG,2021-02-14,Capital.com,23235,60,4,80.0,0
CNSG,2021-02-13,Capital.com,29007,85,4,80.0,1
CNSG,2021-02-12,Capital.com,46125,106,7,80.0,1
CNTD,2021-02-18,Capital.com,51,1,0,5.0,0
CNTD,2021-02-17,Capital.com,58,0,0,5.0,0
CNTD,2021-02-16,Capital.com,55,0,0,5.0,0
CNTD,2021-02-15,Capital.com,27,0,0,5.0,0
CNTD,2021-02-14,Capital.com,46,0,0,5.0,0
CNTD,2021-02-13,Capital.com,18,0,0,5.0,0
CNTD,2021-02-12,Capital.com,51,0,0,5.0,0
